SYMBOL,LDCP,OPEN,HIGH,LOW,CURRENT,CHANGE,CHANGE (%),VOLUME
GLAXO,183.57,184.00,188.40,183.00,187.00,3.43,1.87%,"336,400"
MDTL,1.69,1.79,1.79,1.55,1.60,-0.09,-5.33%,"305,500"
WTL,1.27,1.29,1.29,1.25,1.27,0.00,0.00%,"275,000"
MFL,25.18,24.98,25.45,24.60,25.40,0.22,0.87%,"271,500"
TRPOL,10.09,10.11,10.17,10.00,10.05,-0.04,-0.40%,"260,000"
OGDC,112.35,112.45,112.45,111.00,112.14,-0.21,-0.19%,"257,845"
ECOP,19.92,20.25,20.50,19.80,20.15,0.23,1.15%,"244,500"
UBL,128.93,129.95,129.95,127.40,127.98,-0.95,-0.74%,"237,760"
AGL,5.46,5.47,5.58,5.40,5.48,0.02,0.37%,"227,000"
PSMC,230.05,228.05,235.85,226.50,233.00,2.95,1.28%,"218,300"
NCPL,14.89,14.71,15.00,14.62,14.96,0.07,0.47%,"207,500"
HUMNL,8.45,8.47,8.58,8.42,8.49,0.04,0.47%,"203,500"
NRSL,10.40,10.30,10.40,10.20,10.22,-0.18,-1.73%,"186,500"
PACE,3.81,3.75,3.77,3.68,3.75,-0.06,-1.57%,"181,500"
RPL,39.44,38.51,39.01,38.02,38.50,-0.94,-2.38%,"176,000"
QUICE,5.82,5.82,5.90,5.80,5.83,0.01,0.17%,"172,500"
SINDM,11.75,12.10,12.50,11.90,11.90,0.15,1.28%,"165,000"
EFERTXD,60.85,60.69,60.90,60.57,60.70,-0.15,-0.25%,"162,797"
DOL,47.67,47.75,47.95,46.87,47.20,-0.47,-0.99%,"161,500"
MERIT,15.28,15.30,15.48,15.20,15.25,-0.03,-0.20%,"152,500"
HUBC,84.57,84.50,85.10,83.90,85.00,0.43,0.51%,"150,036"
GHNL,102.59,101.50,103.60,99.61,102.56,-0.03,-0.03%,"148,000"
GATM,39.01,39.50,39.60,39.00,39.45,0.44,1.13%,"145,500"
SERF,8.47,8.58,8.65,8.35,8.50,0.03,0.35%,"145,000"
NRL,202.39,202.70,203.00,199.00,201.29,-1.10,-0.54%,"141,700"
INIL,162.82,160.56,162.00,159.50,161.15,-1.67,-1.03%,"141,500"
TELE,2.09,2.06,2.06,2.01,2.03,-0.06,-2.87%,"140,000"
GGGL,14.93,15.00,15.15,14.90,15.15,0.22,1.47%,"139,500"
UCAPMDEF,1.04,1.02,1.17,1.02,1.17,0.13,12.50%,"131,500"
KOIL,5.22,5.11,5.16,5.00,5.05,-0.17,-3.26%,"130,000"
TPLP,10.61,10.70,10.70,10.29,10.50,-0.11,-1.04%,"127,500"
PASL,1.12,1.13,1.15,1.10,1.13,0.01,0.89%,"125,500"
MUGHAL,70.03,70.00,70.00,69.01,69.74,-0.29,-0.41%,"124,000"
SPL,26.27,26.35,27.00,26.00,26.54,0.27,1.03%,"124,000"
GGL,16.53,16.36,16.49,16.30,16.35,-0.18,-1.09%,"118,000"
HTL,45.52,45.45,46.45,45.45,45.95,0.43,0.94%,"117,000"
GTYR,74.74,74.41,75.06,74.00,74.65,-0.09,-0.12%,"114,500"
POL,433.95,435.00,438.00,434.00,436.85,2.90,0.67%,"111,747"
ENGROXD,306.53,307.00,307.00,303.10,305.98,-0.55,-0.18%,"103,961"
MEBLXB,84.80,84.50,84.80,84.00,84.60,-0.20,-0.24%,"98,500"
PIOC,96.52,95.80,96.48,95.51,95.67,-0.85,-0.88%,"96,500"
SAZEW,172.38,172.05,172.90,170.10,172.00,-0.38,-0.22%,"94,800"
LUCK,661.38,660.00,661.99,655.00,661.39,0.01,0.00%,"92,745"
NATF,282.91,287.00,296.89,284.00,292.10,9.19,3.25%,"92,100"
BIPL,11.12,10.85,11.05,10.85,10.97,-0.15,-1.35%,"86,500"
ATRL,166.33,167.48,167.48,164.06,165.22,-1.11,-0.67%,"86,500"
GAIL,6.90,6.90,6.96,6.80,6.82,-0.08,-1.16%,"85,500"
NETSOL,72.97,73.01,73.50,72.70,72.90,-0.07,-0.10%,"83,500"
CHCC,130.09,131.00,131.77,128.50,129.99,-0.10,-0.08%,"83,500"
KTML,60.43,62.90,62.90,60.00,60.00,-0.43,-0.71%,"81,500"
CRTM,22.23,21.92,22.25,21.92,22.00,-0.23,-1.03%,"76,500"
BAFL,35.92,35.80,35.99,35.75,35.97,0.05,0.14%,"75,446"
FDIBL,2.51,2.68,2.68,2.50,2.50,-0.01,-0.40%,"74,500"
TGL,94.45,94.45,94.49,93.05,93.50,-0.95,-1.01%,"74,000"
FCSC,1.74,1.87,1.87,1.70,1.79,0.05,2.87%,"71,000"
GHGL,54.00,54.00,54.00,53.00,53.25,-0.75,-1.39%,"60,500"
DCR,11.00,11.10,11.10,11.02,11.02,0.02,0.18%,"58,500"
SMCPL,8.34,8.73,8.73,8.38,8.50,0.16,1.92%,"55,500"
SEARL,268.94,268.30,269.50,267.90,268.88,-0.06,-0.02%,"53,800"
SPLCDEF,2.10,2.15,2.15,1.91,2.00,-0.10,-4.76%,"52,000"
AGP,115.12,115.00,116.45,114.90,115.39,0.27,0.23%,"49,500"
ICIBL,1.14,1.14,1.14,1.10,1.10,-0.04,-3.51%,"48,500"
CEPB,118.95,118.10,119.00,117.35,118.00,-0.95,-0.80%,"47,500"
BAHL,65.83,65.28,65.83,65.28,65.40,-0.43,-0.65%,"45,282"
FCEPL,87.05,86.01,87.00,86.01,86.01,-1.04,-1.19%,"45,000"
DFSM,2.08,1.95,2.05,1.94,2.00,-0.08,-3.85%,"43,000"
SHEL,248.73,245.02,247.50,244.02,245.00,-3.73,-1.50%,"41,400"
IGIL,42.00,42.00,42.00,42.00,42.00,0.00,0.00%,"40,500"
FFCXD,111.66,111.60,111.60,110.67,110.85,-0.81,-0.73%,"40,401"
ILP,62.05,62.00,63.00,61.55,62.70,0.65,1.05%,"39,500"
BNL,42.12,45.27,45.27,45.00,45.27,3.15,7.48%,"39,000"
YOUW,3.76,3.73,3.87,3.66,3.87,0.11,2.93%,"38,500"
AICL,42.81,42.98,42.99,42.25,42.27,-0.54,-1.26%,"37,000"
AKBL,19.31,19.30,19.30,19.13,19.30,-0.01,-0.05%,"33,500"
ICL,30.30,30.24,30.25,29.00,29.60,-0.70,-2.31%,"29,500"
HIRATDEF,2.82,2.85,2.95,2.76,2.85,0.03,1.06%,"29,000"
POWERPS,10.00,10.30,10.49,10.30,10.30,0.30,3.00%,"28,000"
PMI,1.52,1.66,1.66,1.55,1.59,0.07,4.61%,"27,500"
PILDEF,1.30,1.37,1.40,1.35,1.40,0.10,7.69%,"27,500"
CYAN,37.06,36.70,37.60,35.60,35.60,-1.46,-3.94%,"24,500"
CTM,3.98,4.00,4.08,4.00,4.00,0.02,0.50%,"24,500"
SKRS,10.05,10.06,10.14,9.71,10.10,0.05,0.50%,"24,000"
HBL,134.22,134.49,134.49,133.00,133.88,-0.34,-0.25%,"23,623"
SYS,301.63,301.10,303.85,298.01,301.00,-0.63,-0.21%,"23,200"
TPLT,10.16,10.01,10.14,10.01,10.01,-0.15,-1.48%,"22,500"
NITG-ETF,12.13,11.99,12.01,11.99,12.01,-0.12,-0.99%,"22,000"
MTILDEF,6.99,6.53,7.58,6.53,7.00,0.01,0.14%,"21,000"
786,15.32,14.80,15.25,14.75,15.25,-0.07,-0.46%,"20,500"
FABL,17.75,17.65,17.78,17.55,17.65,-0.10,-0.56%,"20,000"
ACPL,167.27,166.00,170.00,164.02,167.55,0.28,0.17%,"18,500"
DKLDEF,5.01,5.00,5.08,5.00,5.08,0.07,1.40%,"18,000"
EFGH,28.55,27.75,28.20,27.75,28.00,-0.55,-1.93%,"17,500"
ANL,20.44,20.49,20.50,20.20,20.40,-0.04,-0.20%,"17,500"
ARM,11.90,11.60,11.60,11.50,11.50,-0.40,-3.36%,"15,500"
PIM,4.01,4.60,5.01,4.60,5.01,1.00,24.94%,"14,000"
GWLC,26.12,25.81,26.00,25.50,25.81,-0.31,-1.19%,"13,500"
TRIPF,170.00,170.00,170.00,168.00,169.00,-1.00,-0.59%,"13,500"
AHLXD,54.50,54.25,54.50,54.07,54.25,-0.25,-0.46%,"13,500"
ATBA,227.17,227.17,230.00,225.00,225.00,-2.17,-0.96%,"12,400"
FEROZ,386.29,385.00,387.00,385.00,386.25,-0.04,-0.01%,"12,400"
MCB,178.84,178.98,178.98,177.50,178.70,-0.14,-0.08%,"11,720"
PICT,189.23,189.00,189.00,186.00,187.00,-2.23,-1.18%,"11,700"
FML,100.30,101.00,101.00,100.00,100.00,-0.30,-0.30%,"11,500"
SPWLXD,17.21,17.25,17.25,17.25,17.25,0.04,0.23%,"11,000"
SMTM,3.73,3.88,3.95,3.80,3.80,0.07,1.88%,"11,000"
GRYL,6.77,7.59,7.59,7.00,7.00,0.23,3.40%,"11,000"
PAKD,67.85,64.65,67.50,64.65,67.50,-0.35,-0.52%,"10,500"
PAKRI,29.00,29.00,29.00,28.61,28.98,-0.02,-0.07%,"10,000"
PNSC,91.34,90.02,91.50,89.00,91.50,0.16,0.18%,"10,000"
HRPL,37.85,38.48,38.75,38.47,38.74,0.89,2.35%,"10,000"
BILFDEF,1.67,1.66,1.66,1.63,1.65,-0.02,-1.20%,"9,500"
CPPL,196.34,193.00,194.00,191.00,194.00,-2.34,-1.19%,"9,400"
EPQLXD,21.01,21.01,21.24,21.00,21.01,0.00,0.00%,"9,000"
FECM,2.99,2.98,3.08,2.98,2.99,0.00,0.00%,"9,000"
FRCL,14.60,13.62,13.70,13.51,13.51,-1.09,-7.47%,"8,500"
BIFO,176.47,177.00,177.00,175.56,176.98,0.51,0.29%,"8,500"
SNBL,9.86,9.80,9.85,9.66,9.66,-0.20,-2.03%,"8,000"
CSAP,82.18,82.86,82.86,81.50,81.75,-0.43,-0.52%,"7,500"
JATM,7.46,7.75,7.75,7.50,7.50,0.04,0.54%,"7,500"
WAHN,235.00,245.00,250.00,245.00,245.05,10.05,4.28%,"7,300"
MFFL,227.75,238.89,244.83,228.50,244.83,17.08,7.50%,"7,300"
GVGL,46.51,46.50,46.50,46.00,46.50,-0.01,-0.02%,"7,000"
ARPAK,111.00,118.00,118.00,118.00,118.00,7.00,6.31%,"7,000"
DAWHXD,125.04,125.04,125.90,124.50,124.50,-0.54,-0.43%,"6,600"
FECTC,38.20,38.15,38.15,36.65,37.38,-0.82,-2.15%,"6,500"
MRNS,77.01,79.00,79.00,77.00,78.00,0.99,1.29%,"6,500"
CHAS,90.93,93.00,93.00,92.96,93.00,2.07,2.28%,"6,500"
PCAL,148.32,147.00,149.89,146.00,148.50,0.18,0.12%,"6,400"
AEL,8.70,0.00,0.00,0.00,9.35,0.00,0.00%,"6,000"
REWM,28.50,28.00,28.50,28.00,28.50,0.00,0.00%,"6,000"
PAKMI,1.90,2.08,2.09,2.08,2.08,0.18,9.47%,"6,000"
FHAM,11.20,11.49,11.49,11.05,11.05,-0.15,-1.34%,"5,500"
PKGS,521.35,510.00,520.00,508.00,510.00,-11.35,-2.18%,"5,400"
MTL,911.94,939.00,939.00,910.00,910.00,-1.94,-0.21%,"5,300"
GSKCH,305.70,307.78,310.00,306.75,310.00,4.30,1.41%,"5,300"
ZTL,8.20,8.20,8.20,8.10,8.20,0.00,0.00%,"5,000"
EFUG,120.77,121.05,121.05,120.00,121.00,0.23,0.19%,"5,000"
SSOM,49.64,50.00,53.00,49.90,53.00,3.36,6.77%,"5,000"
IBLHL,84.35,85.00,85.00,84.10,84.10,-0.25,-0.30%,"4,500"
LEUL,14.25,14.00,14.25,14.00,14.25,0.00,0.00%,"4,500"
ALACXR,7.91,7.63,7.63,7.60,7.60,-0.31,-3.92%,"4,000"
THALL,428.82,429.00,429.95,429.00,429.95,1.13,0.26%,"4,000"
FATIMA,29.21,29.30,29.30,29.30,29.30,0.09,0.31%,"4,000"
DYNO,183.00,185.00,185.92,185.00,185.00,2.00,1.09%,"4,000"
DSIL,2.46,2.46,2.55,2.46,2.55,0.09,3.66%,"4,000"
KOHC,201.57,200.00,201.00,198.00,201.00,-0.57,-0.28%,"3,900"
UDPL,47.00,43.50,43.75,43.50,43.65,-3.35,-7.13%,"3,500"
BCL,76.00,77.30,77.30,73.50,73.50,-2.50,-3.29%,"3,500"
UBDL,35.70,34.02,35.01,34.02,35.01,-0.69,-1.93%,"3,500"
SHEZ,244.69,257.99,257.99,245.01,250.00,5.31,2.17%,"3,400"
MUREB,607.63,613.99,630.00,613.99,630.00,22.37,3.68%,"3,100"
BPL,38.01,37.75,37.75,37.50,37.50,-0.51,-1.34%,"3,000"
RICL,7.01,7.19,7.20,7.10,7.10,0.09,1.28%,"3,000"
SHNI,4.55,4.68,4.79,4.68,4.79,0.24,5.27%,"3,000"
KASBM,1.10,1.20,1.23,1.20,1.20,0.10,9.09%,"3,000"
IMSLDEF,14.00,13.86,13.86,13.81,13.81,-0.19,-1.36%,"2,500"
HINO,701.00,701.00,701.00,692.00,692.00,-9.00,-1.28%,"2,500"
HMB,35.50,34.51,35.75,34.51,35.75,0.25,0.70%,"2,500"
TATM,36.85,34.10,38.75,34.10,38.75,1.90,5.16%,"2,500"
GADT,225.46,224.00,225.00,224.00,225.00,-0.46,-0.20%,"2,400"
EFUL,202.75,210.00,213.40,210.00,210.00,7.25,3.58%,"2,100"
NEXT,12.01,11.40,11.40,11.30,11.30,-0.71,-5.91%,"2,000"
REDCO,6.69,6.65,6.65,6.50,6.50,-0.19,-2.84%,"2,000"
ABL,84.94,84.95,84.95,84.94,84.94,0.00,0.00%,"2,000"
PSYL,18.15,18.25,18.30,18.20,18.20,0.05,0.28%,"2,000"
OLPL,27.93,28.00,28.20,28.00,28.20,0.27,0.97%,"2,000"
ASTM,9.00,8.94,9.25,8.94,9.25,0.25,2.78%,"2,000"
ZIL,110.60,110.00,110.00,109.00,109.00,-1.60,-1.45%,"1,700"
JLICL,441.50,458.00,458.00,432.00,445.00,3.50,0.79%,"1,700"
ADAMSDEF,23.00,21.60,21.60,21.55,21.55,-1.45,-6.30%,"1,500"
MACFL,24.89,24.50,24.50,24.50,24.50,-0.39,-1.57%,"1,500"
SHSML,102.00,102.00,102.00,101.00,101.00,-1.00,-0.98%,"1,500"
APL,354.16,351.01,351.01,351.00,351.01,-3.15,-0.89%,"1,500"
HABSM,37.30,37.00,37.00,37.00,37.00,-0.30,-0.80%,"1,500"
BERG,91.50,92.38,92.38,90.58,91.00,-0.50,-0.55%,"1,500"
FLYNG,11.29,11.24,11.24,11.24,11.24,-0.05,-0.44%,"1,500"
INDU,"1,363.66","1,360.00","1,380.00","1,360.00","1,380.00",16.34,1.20%,"1,350"
AABS,317.00,317.00,317.00,317.00,317.00,0.00,0.00%,"1,100"
RUBY,7.60,7.16,7.16,7.16,7.16,-0.44,-5.79%,"1,000"
PKGP,20.33,20.00,20.00,19.50,19.50,-0.83,-4.08%,"1,000"
BNWM,42.30,40.60,41.00,40.60,41.00,-1.30,-3.07%,"1,000"
JVDC,25.50,25.03,25.03,25.03,25.03,-0.47,-1.84%,"1,000"
MCBAH,31.00,30.95,30.95,30.95,30.95,-0.05,-0.16%,"1,000"
BIPLS,10.01,10.00,10.00,10.00,10.00,-0.01,-0.10%,"1,000"
ASHT,12.70,12.70,12.70,12.70,12.70,0.00,0.00%,"1,000"
JSIL,23.00,23.00,23.00,23.00,23.00,0.00,0.00%,"1,000"
DINT,49.50,50.50,50.50,50.00,50.00,0.50,1.01%,"1,000"
SHDT,36.62,37.50,37.50,37.50,37.50,0.88,2.40%,"1,000"
DLL,193.75,192.25,193.99,188.00,193.99,0.24,0.12%,900
MARIXD,"1,446.32","1,450.00","1,450.00","1,420.77","1,438.50",-7.82,-0.54%,860
SHFA,262.47,262.47,265.00,262.47,263.75,1.28,0.49%,800
SEPL,225.00,220.00,221.00,220.00,221.00,-4.00,-1.78%,700
BWCL,163.35,163.50,163.50,162.00,162.00,-1.35,-0.83%,600
PAKOXY,158.34,158.50,158.50,158.15,158.30,-0.04,-0.03%,600
GFIL,5.00,4.31,4.31,4.31,4.31,-0.69,-13.80%,500
SML,43.80,41.00,41.00,41.00,41.00,-2.80,-6.39%,500
LPGL,17.05,16.50,16.50,16.50,16.50,-0.55,-3.23%,500
ALNRS,47.00,46.00,46.00,46.00,46.00,-1.00,-2.13%,500
NICL,79.71,78.50,78.50,78.50,78.50,-1.21,-1.52%,500
HSM,19.25,19.00,19.00,19.00,19.00,-0.25,-1.30%,500
JSML,22.50,22.21,22.21,22.21,22.21,-0.29,-1.29%,500
EXIDE,363.54,362.00,362.00,360.03,360.03,-3.51,-0.97%,500
HMM,9.70,9.65,9.65,9.65,9.65,-0.05,-0.52%,500
UBLP-ETF,13.44,13.39,13.39,13.39,13.39,-0.05,-0.37%,500
JKSM,42.00,42.00,42.00,42.00,42.00,0.00,0.00%,500
SAIF,17.00,17.00,17.00,17.00,17.00,0.00,0.00%,500
ATIL,58.70,59.00,59.00,59.00,59.00,0.30,0.51%,500
FNBMDEF,1.25,1.29,1.29,1.29,1.29,0.04,3.20%,500
KML,40.93,42.40,42.40,42.40,42.40,1.47,3.59%,500
JDMT,91.00,97.00,97.00,97.00,97.00,6.00,6.59%,500
CWSM,2.11,2.26,2.26,2.26,2.26,0.15,7.11%,500
BWHL,65.11,69.99,69.99,69.99,69.99,4.88,7.50%,500
ABOTXD,770.11,776.00,777.00,761.10,761.10,-9.01,-1.17%,400
SRVI,740.00,744.75,744.75,744.75,745.00,4.75,0.64%,250
SIEM,597.91,590.00,595.00,590.00,595.00,-2.91,-0.49%,200
ILTM,968.17,968.17,"1,040.78",968.17,"1,040.78",72.61,7.50%,180
ICIXD,741.63,744.00,744.00,738.00,738.00,-3.63,-0.49%,150
HAFL,95.75,88.57,88.57,88.57,88.57,-7.18,-7.50%,100
SFL,706.37,692.00,692.00,692.00,692.00,-14.37,-2.03%,100
HINOON,643.08,640.00,640.00,640.00,640.00,-3.08,-0.48%,100
ATLH,428.00,430.00,430.00,430.00,430.00,2.00,0.47%,100
TICL,258.08,260.00,260.00,260.00,260.00,1.92,0.74%,100
IGIHL,225.08,229.94,229.94,229.94,229.94,4.86,2.16%,100
SAPT,904.99,892.00,892.00,892.00,892.00,-12.99,-1.44%,50
COLGXDXB,"3,071.83","3,000.00","3,000.00","3,000.00","3,000.00",-71.83,-2.34%,20
PAKT,"1,700.00","1,675.00","1,675.00","1,675.00","1,675.00",-25.00,-1.47%,20
NESTLE,"6,993.33","6,925.00","6,925.00","6,925.00","6,925.00",-68.33,-0.98%,20
BATA,"1,650.94","1,650.00","1,650.00","1,650.00","1,650.00",-0.94,-0.06%,20
