SYMBOL,LDCP,OPEN,HIGH,LOW,CURRENT,CHANGE,CHANGE (%),VOLUME
HASCOL,20.04,20.69,21.54,20.22,21.54,1.50,7.49%,"73,163,000"
FFL,15.10,15.20,16.23,14.80,16.23,1.13,7.48%,"51,655,500"
UNITY,15.73,15.65,16.35,15.10,16.13,0.40,2.54%,"41,349,500"
BOP,10.08,10.12,10.26,9.95,9.99,-0.09,-0.89%,"26,398,000"
MLCF,40.42,40.99,41.75,39.75,40.73,0.31,0.77%,"25,649,000"
JSBL,6.52,6.55,6.99,6.20,6.37,-0.15,-2.30%,"23,760,000"
KEL,4.33,4.38,4.40,4.20,4.29,-0.04,-0.92%,"23,596,500"
TRG,63.17,62.50,63.35,61.50,61.83,-1.34,-2.12%,"23,256,500"
POWER,10.08,10.08,10.10,9.80,9.85,-0.23,-2.28%,"21,795,500"
PAEL,38.98,38.70,39.92,37.80,39.07,0.09,0.23%,"21,163,000"
JSCL,20.30,21.24,21.82,21.00,21.82,1.52,7.49%,"18,930,000"
PIBTL,13.04,13.00,13.05,12.72,12.79,-0.25,-1.92%,"17,752,500"
FCCL,22.56,22.30,22.80,22.20,22.49,-0.07,-0.31%,"16,567,500"
ASL,14.94,14.90,15.15,14.65,14.78,-0.16,-1.07%,"13,722,500"
FFBL,20.88,21.00,21.75,20.55,21.21,0.33,1.58%,"13,608,000"
PRL,22.68,22.85,22.85,22.00,22.34,-0.34,-1.50%,"13,432,500"
ISL,77.17,77.00,82.00,76.10,81.19,4.02,5.21%,"11,460,500"
BIPL,12.05,11.80,12.05,11.52,11.98,-0.07,-0.58%,"10,727,500"
AVN,62.74,62.90,66.99,61.76,65.32,2.58,4.11%,"10,138,500"
DSLDEF,5.11,5.06,5.60,4.96,5.41,0.30,5.87%,"9,687,000"
ASTL,51.82,51.75,54.20,51.00,53.18,1.36,2.62%,"9,295,500"
SNGP,66.86,66.86,68.10,65.50,67.64,0.78,1.17%,"9,281,500"
PTC,10.27,10.27,10.30,9.98,10.03,-0.24,-2.34%,"9,225,500"
BYCO,9.05,9.10,9.21,8.84,8.90,-0.15,-1.66%,"8,275,500"
NBP,41.08,40.90,41.48,39.90,40.09,-0.99,-2.41%,"8,085,000"
ANL,20.99,20.98,21.15,20.20,20.97,-0.02,-0.10%,"7,703,500"
WTL,1.31,1.34,1.34,1.28,1.32,0.01,0.76%,"6,849,500"
LOTCHEM,14.05,14.09,14.34,13.80,13.90,-0.15,-1.07%,"6,618,000"
DGKC,117.63,117.40,118.95,115.63,116.32,-1.31,-1.11%,"6,573,500"
QUICE,6.05,6.10,6.45,5.75,6.12,0.07,1.16%,"6,211,500"
STCL,13.82,13.90,14.50,13.61,14.27,0.45,3.26%,"5,857,000"
FCSC,1.50,1.49,1.74,1.48,1.53,0.03,2.00%,"5,840,500"
TOMCL,25.57,25.70,27.48,25.50,26.98,1.41,5.51%,"5,581,000"
PSX,14.93,14.80,16.04,14.60,15.88,0.95,6.36%,"5,293,500"
FNEL,16.61,17.11,17.85,16.21,17.55,0.94,5.66%,"4,937,500"
PIAA,5.15,5.16,5.25,5.00,5.14,-0.01,-0.19%,"4,919,500"
DCL,11.14,11.05,11.40,10.90,11.04,-0.10,-0.90%,"4,811,000"
WAVES,29.50,29.43,30.40,28.99,30.05,0.55,1.86%,"4,752,500"
MUGHAL,69.55,69.25,70.99,68.49,69.74,0.19,0.27%,"4,682,000"
SSGC,18.92,18.73,18.92,18.43,18.59,-0.33,-1.74%,"4,559,000"
INIL,148.51,148.00,157.48,147.00,155.67,7.96,5.39%,"4,552,000"
