SYMBOL,LDCP,OPEN,HIGH,LOW,CURRENT,CHANGE,CHANGE (%),VOLUME
UBL,128.93,129.95,129.95,126.50,127.00,-1.93,-1.50%,"1,680,146"
CSIL,3.44,3.58,3.59,3.40,3.50,0.06,1.74%,"1,647,000"
SILK,1.10,1.09,1.14,1.07,1.08,-0.02,-1.82%,"1,542,000"
NML,106.07,107.20,107.60,103.50,104.27,-1.80,-1.70%,"1,528,500"
BGL,8.12,8.15,8.65,8.05,8.41,0.29,3.57%,"1,518,000"
PPL,98.71,98.35,98.98,97.70,97.83,-0.88,-0.89%,"1,427,103"
TOMCL,30.55,30.61,30.80,29.50,29.85,-0.70,-2.29%,"1,374,500"
SSGC,17.10,17.10,17.45,16.86,17.10,0.00,0.00%,"1,318,000"
DGKC,112.03,111.01,112.50,110.50,110.80,-1.23,-1.10%,"1,288,000"
LPL,14.78,14.51,15.10,14.25,14.39,-0.39,-2.64%,"1,260,500"
STPL,13.32,13.55,13.70,13.25,13.48,0.16,1.20%,"1,065,500"
NRSL,10.40,10.30,10.40,9.90,10.05,-0.35,-3.37%,"1,027,500"
LOADS,21.58,21.61,22.25,21.05,21.20,-0.38,-1.76%,"1,002,500"
ASTL,50.90,51.05,51.06,50.10,50.10,-0.80,-1.57%,"997,500"
ISL,83.04,83.10,83.44,81.90,82.19,-0.85,-1.02%,"908,000"
ITTEFAQ,15.76,15.99,16.49,15.65,16.10,0.34,2.16%,"870,500"
NETSOL,72.97,73.01,74.70,72.00,73.98,1.01,1.38%,"829,000"
EFERTXD,60.85,60.69,60.90,60.25,60.25,-0.60,-0.99%,"801,627"
TRPOL,10.09,10.11,10.35,9.99,10.20,0.11,1.09%,"801,000"
GHNI,282.70,283.00,287.85,280.01,281.05,-1.65,-0.58%,"800,200"
AGL,5.46,5.47,5.58,5.30,5.37,-0.09,-1.65%,"780,500"
ESBL,13.91,14.00,14.95,13.85,13.85,-0.06,-0.43%,"741,000"
HCAR,305.44,305.02,328.00,304.00,312.00,6.56,2.15%,"739,300"
TPL,6.46,6.40,6.45,6.19,6.27,-0.19,-2.94%,"735,000"
TREET,27.39,27.41,27.90,27.18,27.25,-0.14,-0.51%,"725,500"
PSO,207.22,207.10,207.99,203.75,204.34,-2.88,-1.39%,"677,744"
MEBLXB,84.80,84.50,84.80,83.06,83.50,-1.30,-1.53%,"662,500"
OGDC,112.35,112.45,112.45,110.18,110.60,-1.75,-1.56%,"650,619"
TELE,2.09,2.06,2.06,1.98,2.00,-0.09,-4.31%,"650,000"
KOSM,2.78,2.80,2.80,2.70,2.80,0.02,0.72%,"619,000"
LOTCHEM,13.36,13.27,13.37,13.21,13.25,-0.11,-0.82%,"586,500"
MFL,25.18,24.98,25.70,24.60,25.20,0.02,0.08%,"582,000"
DCR,11.00,11.10,11.10,10.90,10.90,-0.10,-0.91%,"565,500"
TGL,94.45,94.45,95.18,93.00,93.00,-1.45,-1.54%,"563,500"
MDTL,1.69,1.79,1.79,1.55,1.56,-0.13,-7.69%,"558,500"
RPL,39.44,38.51,39.50,38.02,38.40,-1.04,-2.64%,"546,000"
ICIBL,1.14,1.14,1.14,1.06,1.11,-0.03,-2.63%,"539,000"
GLAXO,183.57,184.00,188.40,183.00,186.60,3.03,1.65%,"524,700"
SINDM,11.75,12.10,12.75,11.70,11.70,-0.05,-0.43%,"516,000"
HUBC,84.57,84.50,85.10,83.80,83.80,-0.77,-0.91%,"511,217"
MUGHAL,70.03,70.00,70.00,68.15,68.31,-1.72,-2.46%,"509,500"
DOL,47.67,47.75,47.95,46.87,47.00,-0.67,-1.41%,"509,500"
GATM,39.01,39.50,39.60,38.80,38.90,-0.11,-0.28%,"508,000"
PACE,3.81,3.75,3.77,3.65,3.65,-0.16,-4.20%,"505,000"
TPLP,10.61,10.70,10.75,10.29,10.51,-0.10,-0.94%,"492,000"
HUMNL,8.45,8.47,8.58,8.38,8.46,0.01,0.12%,"481,500"
QUICE,5.82,5.82,5.90,5.70,5.70,-0.12,-2.06%,"471,000"
PASL,1.12,1.13,1.15,1.08,1.10,-0.02,-1.79%,"468,000"
BAFL,35.92,35.80,35.99,35.75,35.75,-0.17,-0.47%,"451,585"
ECOP,19.92,20.25,20.50,19.75,19.94,0.02,0.10%,"420,500"
SERF,8.47,8.58,8.70,8.35,8.50,0.03,0.35%,"399,000"
LUCK,661.38,660.00,666.00,655.00,662.00,0.62,0.09%,"381,265"
PIOC,96.52,95.80,96.73,95.51,96.73,0.21,0.22%,"375,500"
MODAM,6.00,7.00,7.00,6.84,7.00,1.00,16.67%,"370,500"
SPL,26.27,26.35,27.00,25.99,26.00,-0.27,-1.03%,"370,000"
MERIT,15.28,15.30,15.48,15.00,15.00,-0.28,-1.83%,"366,000"
GGL,16.53,16.36,16.49,16.05,16.20,-0.33,-2.00%,"346,000"
ATRL,166.33,167.48,167.48,163.00,164.00,-2.33,-1.40%,"342,500"
NRL,202.39,202.70,203.00,198.10,198.95,-3.44,-1.70%,"342,000"
FCSC,1.74,1.87,1.87,1.66,1.70,-0.04,-2.30%,"333,500"
PSMC,230.05,228.05,235.85,226.50,231.50,1.45,0.63%,"328,700"
NCPL,14.89,14.71,15.00,14.62,14.98,0.09,0.60%,"326,000"
BAHL,65.83,65.28,65.83,65.25,65.35,-0.48,-0.73%,"322,784"
DFSM,2.08,1.95,2.10,1.90,1.90,-0.18,-8.65%,"315,500"
POL,433.95,435.00,438.00,431.11,433.50,-0.45,-0.10%,"308,095"
GAIL,6.90,6.90,6.96,6.67,6.80,-0.10,-1.45%,"305,000"
HTL,45.52,45.45,46.45,44.75,44.76,-0.76,-1.67%,"299,500"
SAZEW,172.38,172.05,172.90,168.00,168.50,-3.88,-2.25%,"281,200"
FDIBL,2.51,2.68,2.68,2.48,2.56,0.05,1.99%,"278,000"
INIL,162.82,160.56,162.00,159.00,160.00,-2.82,-1.73%,"272,500"
GHNL,102.59,101.50,103.60,99.61,102.05,-0.54,-0.53%,"271,500"
GTYR,74.74,74.41,75.06,73.90,74.10,-0.64,-0.86%,"267,000"
EFGH,28.55,27.75,28.20,26.41,26.70,-1.85,-6.48%,"266,000"
GWLC,26.12,25.81,28.00,25.50,27.99,1.87,7.16%,"264,000"
SEARL,268.94,268.30,269.50,267.50,269.00,0.06,0.02%,"235,800"
CHCC,130.09,131.00,131.77,128.50,130.48,0.39,0.30%,"233,500"
HBL,134.22,134.49,134.49,132.51,133.00,-1.22,-0.91%,"231,696"
KTML,60.43,62.90,62.90,60.00,62.00,1.57,2.60%,"229,000"
ANL,20.44,20.49,20.50,20.00,20.14,-0.30,-1.47%,"209,500"
UCAPMDEF,1.04,1.02,1.22,1.02,1.15,0.11,10.58%,"201,500"
ILP,62.05,62.00,63.00,61.55,62.50,0.45,0.73%,"198,000"
POWERPS,10.00,10.30,10.49,10.05,10.10,0.10,1.00%,"197,500"
MCB,178.84,178.98,178.98,177.30,177.40,-1.44,-0.81%,"196,653"
GGGL,14.93,15.00,15.15,14.90,15.00,0.07,0.47%,"193,500"
BIPL,11.12,10.85,11.05,10.85,10.86,-0.26,-2.34%,"184,000"
AKBL,19.31,19.30,19.35,19.02,19.10,-0.21,-1.09%,"175,500"
ENGROXD,306.53,307.00,307.00,303.10,303.20,-3.33,-1.09%,"159,363"
FCEPL,87.05,86.01,87.00,85.01,85.49,-1.56,-1.79%,"157,500"
KOIL,5.22,5.11,5.16,5.00,5.15,-0.07,-1.34%,"141,000"
AICL,42.81,42.98,42.99,42.10,42.50,-0.31,-0.72%,"139,500"
NATF,282.91,287.00,296.89,284.00,290.00,7.09,2.51%,"136,400"
CRTM,22.23,21.92,22.25,21.80,21.92,-0.31,-1.39%,"135,000"
DKLDEF,5.01,5.00,5.08,4.95,5.00,-0.01,-0.20%,"132,000"
CEPB,118.95,118.10,119.24,117.20,118.79,-0.16,-0.13%,"128,000"
HGFA,10.70,10.40,10.40,9.80,10.10,-0.60,-5.61%,"126,500"
FFCXD,111.66,111.60,111.60,110.25,110.41,-1.25,-1.12%,"122,772"
RICL,7.01,7.19,7.20,7.00,7.00,-0.01,-0.14%,"117,000"
SHEL,248.73,245.02,247.50,242.00,244.00,-4.73,-1.90%,"104,900"
SPLCDEF,2.10,2.15,2.15,1.91,1.95,-0.15,-7.14%,"100,000"
SKRS,10.05,10.06,10.14,9.71,9.94,-0.11,-1.09%,"99,000"
IGIL,42.00,42.00,44.00,42.00,44.00,2.00,4.76%,"98,000"
HRPL,37.85,38.48,38.75,37.50,37.50,-0.35,-0.92%,"97,000"
SMCPL,8.34,8.73,8.73,8.38,8.40,0.06,0.72%,"95,000"
PMI,1.52,1.66,1.66,1.35,1.47,-0.05,-3.29%,"86,000"
PILDEF,1.30,1.37,1.40,1.27,1.35,0.05,3.85%,"81,500"
SYS,301.63,301.10,303.85,296.00,296.00,-5.63,-1.87%,"80,400"
FUDLM,8.30,8.18,8.84,8.11,8.60,0.30,3.61%,"79,000"
TPLT,10.16,10.01,10.14,9.70,9.88,-0.28,-2.76%,"77,000"
FLYNG,11.29,11.24,11.25,11.01,11.02,-0.27,-2.39%,"74,500"
CPPL,196.34,193.00,196.00,190.05,196.00,-0.34,-0.17%,"72,600"
SSML,4.30,4.14,4.20,3.99,4.20,-0.10,-2.33%,"71,000"
GHGL,54.00,54.00,54.00,53.00,53.95,-0.05,-0.09%,"68,000"
YOUW,3.76,3.73,3.87,3.66,3.68,-0.08,-2.13%,"67,000"
HMB,35.50,34.51,35.75,34.51,35.00,-0.50,-1.41%,"67,000"
TRIPF,170.00,170.00,170.00,167.00,167.02,-2.98,-1.75%,"65,500"
AGP,115.12,115.00,116.45,114.90,115.00,-0.12,-0.10%,"65,500"
FABL,17.75,17.65,17.78,17.55,17.60,-0.15,-0.85%,"64,500"
FEROZ,386.29,385.00,389.48,385.00,387.00,0.71,0.18%,"62,800"
ICL,30.30,30.24,30.25,29.00,29.48,-0.82,-2.71%,"62,500"
OLPL,27.93,28.00,28.20,27.70,27.90,-0.03,-0.11%,"59,500"
SPWLXD,17.21,17.25,17.30,16.92,17.08,-0.13,-0.76%,"55,500"
GRYL,6.77,7.59,7.59,6.99,7.00,0.23,3.40%,"54,500"
CSAP,82.18,82.86,82.86,79.07,79.90,-2.28,-2.77%,"54,000"
CWSM,2.11,2.26,2.26,2.05,2.05,-0.06,-2.84%,"50,500"
SNBL,9.86,9.80,9.85,9.61,9.63,-0.23,-2.33%,"50,500"
GVGL,46.51,46.50,47.00,43.03,43.95,-3.02,-6.43%,"49,000"
PAKRI,29.00,29.00,29.00,28.25,28.25,-0.75,-2.59%,"49,000"
EPQLXD,21.01,21.01,21.24,20.75,20.90,-0.11,-0.52%,"46,000"
SCBPL,31.40,31.50,31.90,30.04,31.90,0.50,1.59%,"45,500"
IBLHL,84.35,85.00,85.00,83.50,84.00,-0.35,-0.41%,"44,000"
CYAN,37.06,36.70,37.60,35.60,36.49,-0.57,-1.54%,"43,500"
SMTM,3.73,3.88,3.95,3.75,3.80,0.07,1.88%,"43,500"
786,15.32,14.80,15.25,14.75,14.80,-0.52,-3.39%,"41,000"
CTM,3.98,4.00,4.08,4.00,4.00,0.02,0.50%,"40,500"
BNL,42.12,45.27,45.27,45.00,45.27,3.15,7.48%,"39,500"
AHCL,41.79,41.95,43.97,41.95,43.97,2.18,5.22%,"39,000"
HIRATDEF,2.82,2.85,2.95,2.76,2.80,-0.02,-0.71%,"37,500"
PICT,189.23,189.00,189.00,182.00,183.12,-6.11,-3.23%,"36,900"
MTL,911.94,939.00,939.00,897.00,898.00,-13.94,-1.53%,"35,350"
AHLXD,54.50,54.25,54.50,53.00,53.00,-1.50,-2.75%,"33,500"
DAWHXD,125.04,125.04,125.90,122.50,122.99,-2.05,-1.64%,"33,500"
PKGP,20.33,20.00,20.00,19.00,19.04,-1.29,-6.35%,"33,000"
IGIHL,225.08,229.94,229.94,221.00,222.00,-3.08,-1.37%,"30,900"
UBDL,35.70,34.02,35.79,34.02,35.30,-0.40,-1.12%,"30,000"
SSOM,49.64,50.00,53.36,49.90,53.36,3.72,7.49%,"30,000"
KASBM,1.10,1.20,1.23,1.10,1.19,0.09,8.18%,"27,500"
AGSML,3.18,3.09,3.18,3.00,3.10,-0.08,-2.52%,"27,000"
MTILDEF,6.99,6.53,7.58,6.53,6.80,-0.19,-2.72%,"26,500"
BERG,91.50,92.38,92.38,89.50,89.99,-1.51,-1.65%,"25,500"
BRR,10.08,0.00,0.00,0.00,10.00,0.00,0.00%,"25,000"
GSKCH,305.70,307.78,310.00,306.00,307.01,1.31,0.43%,"23,800"
ATBA,227.17,227.17,230.00,223.50,227.25,0.08,0.04%,"23,600"
ACPL,167.27,166.00,170.00,164.02,166.22,-1.05,-0.63%,"22,500"
NITG-ETF,12.13,11.99,12.01,11.99,12.01,-0.12,-0.99%,"22,000"
FECTC,38.20,38.15,38.15,36.65,37.50,-0.70,-1.83%,"21,000"
FPRM,6.00,6.06,6.45,5.03,6.45,0.45,7.50%,"21,000"
ADAMSDEF,23.00,21.60,22.80,21.55,22.00,-1.00,-4.35%,"20,500"
CHAS,90.93,93.00,95.00,92.00,92.00,1.07,1.18%,"20,500"
KOHC,201.57,200.00,201.45,198.00,201.45,-0.12,-0.06%,"19,700"
BILFDEF,1.67,1.66,1.68,1.60,1.63,-0.04,-2.40%,"19,500"
ASTM,9.00,8.94,9.25,8.61,8.65,-0.35,-3.89%,"19,000"
TSPLXD,4.09,4.00,4.19,4.00,4.05,-0.04,-0.98%,"18,500"
PNSC,91.34,90.02,91.70,89.00,90.50,-0.84,-0.92%,"18,500"
PKGS,521.35,510.00,520.00,508.00,510.00,-11.35,-2.18%,"18,200"
HINOON,643.08,640.00,640.00,625.00,628.00,-15.08,-2.34%,"18,150"
PSYL,18.15,18.25,18.30,17.61,17.61,-0.54,-2.98%,"18,000"
REWM,28.50,28.00,28.50,28.00,28.00,-0.50,-1.75%,"17,500"
FPJM,2.61,2.51,2.51,2.49,2.50,-0.11,-4.21%,"17,000"
FHAM,11.20,11.49,11.50,11.05,11.30,0.10,0.89%,"17,000"
PIM,4.01,4.60,5.01,4.60,5.01,1.00,24.94%,"16,500"
ARM,11.90,11.60,11.60,11.34,11.34,-0.56,-4.71%,"16,000"
JATM,7.46,7.75,7.75,7.00,7.39,-0.07,-0.94%,"16,000"
DYNO,183.00,185.00,185.92,183.00,183.05,0.05,0.03%,"16,000"
PAKD,67.85,64.65,67.50,64.65,66.90,-0.95,-1.40%,"15,500"
HSM,19.25,19.00,19.62,19.00,19.62,0.37,1.92%,"15,500"
FATIMA,29.21,29.30,29.50,29.25,29.25,0.04,0.14%,"15,000"
SHDT,36.62,37.50,37.75,36.05,37.75,1.13,3.09%,"15,000"
DSIL,2.46,2.46,2.55,2.46,2.51,0.05,2.03%,"14,500"
FCIBL,16.67,17.00,17.70,17.00,17.70,1.03,6.18%,"14,500"
SML,43.80,41.00,44.00,41.00,44.00,0.20,0.46%,"14,000"
FML,100.30,101.00,101.00,100.00,100.10,-0.20,-0.20%,"13,500"
THALL,428.82,429.00,429.95,425.50,425.51,-3.31,-0.77%,"13,200"
EFUG,120.77,121.05,122.00,120.00,120.00,-0.77,-0.64%,"13,200"
NEXT,12.01,11.40,12.00,11.30,11.71,-0.30,-2.50%,"13,000"
APL,354.16,351.01,353.00,348.05,348.10,-6.06,-1.71%,"12,900"
SEPL,225.00,220.00,225.00,218.20,218.25,-6.75,-3.00%,"12,800"
PPVCDEF,3.84,3.75,3.75,3.50,3.50,-0.34,-8.85%,"12,500"
ABOTXD,770.11,776.00,785.00,761.00,785.00,14.89,1.93%,"11,900"
KSBP,253.72,242.00,250.00,242.00,249.85,-3.87,-1.53%,"11,600"
SLL,4.00,3.98,4.01,3.98,4.00,0.00,0.00%,"11,500"
BIFO,176.47,177.00,177.00,174.00,175.00,-1.47,-0.83%,"11,400"
PCAL,148.32,147.00,149.89,145.00,146.50,-1.82,-1.23%,"11,200"
PAKOXY,158.34,158.50,158.50,156.05,157.76,-0.58,-0.37%,"11,100"
SHFA,262.47,262.47,265.00,260.00,261.00,-1.47,-0.56%,"10,700"
ZTL,8.20,8.20,8.20,8.00,8.00,-0.20,-2.44%,"10,500"
FECM,2.99,2.98,3.08,2.98,2.98,-0.01,-0.33%,"10,500"
DEL,5.50,5.78,5.78,5.70,5.70,0.20,3.64%,"10,500"
PAKMI,1.90,2.08,2.09,1.95,1.96,0.06,3.16%,"10,000"
MACTER,170.00,157.25,157.25,157.25,157.25,-12.75,-7.50%,"9,000"
FRCL,14.60,13.62,13.92,13.51,13.92,-0.68,-4.66%,"9,000"
HABSM,37.30,37.00,37.01,36.90,37.00,-0.30,-0.80%,"9,000"
UDPL,47.00,43.50,46.89,43.48,46.89,-0.11,-0.23%,"9,000"
INDU,"1,363.66","1,360.00","1,380.00","1,352.00","1,352.00",-11.66,-0.86%,"8,700"
NPL,23.01,22.95,22.95,22.86,22.90,-0.11,-0.48%,"8,500"
ICIXD,741.63,744.00,750.00,736.00,750.00,8.37,1.13%,"8,000"
KOHPDEF,2.17,2.32,2.32,2.32,2.32,0.15,6.91%,"8,000"
WAHN,235.00,245.00,250.00,238.00,240.00,5.00,2.13%,"7,800"
MFFL,227.75,238.89,244.83,228.50,244.83,17.08,7.50%,"7,800"
JVDC,25.50,25.03,25.05,24.25,24.25,-1.25,-4.90%,"7,500"
MRNS,77.01,79.00,79.00,77.00,77.50,0.49,0.64%,"7,500"
IMSLDEF,14.00,13.86,14.43,13.81,14.43,0.43,3.07%,"7,500"
BPL,38.01,37.75,37.75,36.90,37.00,-1.01,-2.66%,"7,000"
AEL,8.70,8.50,8.50,8.50,8.50,-0.20,-2.30%,"7,000"
JSML,22.50,22.21,22.21,22.10,22.10,-0.40,-1.78%,"7,000"
TRSM,2.25,2.27,2.27,2.26,2.26,0.01,0.44%,"7,000"
SARC,18.75,18.75,19.00,18.75,19.00,0.25,1.33%,"7,000"
ARPAK,111.00,118.00,118.00,118.00,118.00,7.00,6.31%,"7,000"
NCMLDEF,3.70,0.00,0.00,0.00,3.75,0.00,0.00%,"6,500"
SAIF,17.00,17.00,17.00,17.00,17.00,0.00,0.00%,"6,500"
EXIDE,363.54,362.00,367.99,356.00,365.00,1.46,0.40%,"6,300"
MUREB,607.63,613.99,630.00,613.99,628.49,20.86,3.43%,"6,250"
HINO,701.00,701.00,701.00,689.00,689.50,-11.50,-1.64%,"5,700"
PPP,105.67,105.00,105.00,102.67,102.67,-3.00,-2.84%,"5,500"
ALACXR,7.91,7.63,7.70,7.60,7.70,-0.21,-2.65%,"5,500"
SHSML,102.00,102.00,102.00,101.00,101.00,-1.00,-0.98%,"5,500"
ATIL,58.70,59.00,59.49,59.00,59.00,0.30,0.51%,"5,500"
BCL,76.00,77.30,77.30,72.00,76.20,0.20,0.26%,"5,000"
POML,156.00,150.03,154.98,150.00,150.00,-6.00,-3.85%,"4,700"
EFUL,202.75,210.00,213.40,198.10,198.10,-4.65,-2.29%,"4,700"
SHNI,4.55,4.68,4.79,4.42,4.42,-0.13,-2.86%,"4,500"
LEUL,14.25,14.00,14.25,14.00,14.25,0.00,0.00%,"4,500"
UVIC,5.00,5.00,5.00,5.00,5.00,0.00,0.00%,"4,500"
SHEZ,244.69,257.99,257.99,245.01,249.00,4.31,1.76%,"4,500"
FIBLM,2.70,2.70,2.70,2.70,2.70,0.00,0.00%,"4,000"
MARIXD,"1,446.32","1,450.00","1,450.00","1,420.77","1,436.50",-9.82,-0.68%,"3,800"
JLICL,441.50,458.00,458.00,432.00,440.00,-1.50,-0.34%,"3,800"
SRVI,740.00,744.75,744.75,730.00,733.00,-7.00,-0.95%,"3,550"
BNWM,42.30,40.60,41.05,40.60,41.00,-1.30,-3.07%,"3,500"
TATM,36.85,34.10,38.75,34.10,36.00,-0.85,-2.31%,"3,500"
ABL,84.94,84.95,85.93,84.40,84.40,-0.54,-0.64%,"3,500"
BWHL,65.11,69.99,69.99,69.99,69.99,4.88,7.50%,"3,500"
BWCL,163.35,163.50,163.50,162.00,162.90,-0.45,-0.28%,"3,400"
GADT,225.46,224.00,225.00,224.00,225.00,-0.46,-0.20%,"3,400"
ZIL,110.60,110.00,110.99,109.00,110.99,0.39,0.35%,"3,300"
HIFA,3.69,3.62,3.66,3.62,3.66,-0.03,-0.81%,"3,000"
RUBY,7.60,7.16,7.60,7.16,7.58,-0.02,-0.26%,"3,000"
ALTN,27.30,27.06,27.74,27.06,27.74,0.44,1.61%,"3,000"
GFIL,5.00,4.31,4.70,4.31,4.70,-0.30,-6.00%,"2,500"
JSIL,23.00,23.00,23.00,22.01,22.01,-0.99,-4.30%,"2,500"
DWSMDEF,3.30,3.25,3.25,3.20,3.20,-0.10,-3.03%,"2,500"
BUXL,56.01,56.00,56.00,55.23,55.23,-0.78,-1.39%,"2,500"
DINT,49.50,50.50,50.50,49.50,49.50,0.00,0.00%,"2,500"
MCBAH,31.00,30.95,31.47,30.95,31.01,0.01,0.03%,"2,500"
BOK,13.96,13.38,14.00,13.38,14.00,0.04,0.29%,"2,500"
TPLI,29.28,27.10,29.58,27.09,29.58,0.30,1.02%,"2,500"
KML,40.93,42.40,42.40,41.10,41.50,0.57,1.39%,"2,500"
REDCO,6.69,6.65,6.80,6.50,6.80,0.11,1.64%,"2,500"
MACFL,24.89,24.50,26.00,24.50,26.00,1.11,4.46%,"2,500"
AABS,317.00,317.00,317.65,316.00,317.65,0.65,0.21%,"2,400"
RAVTDEF,4.30,4.16,4.16,3.81,3.81,-0.49,-11.40%,"2,000"
NICL,79.71,78.50,81.90,78.50,79.95,0.24,0.30%,"2,000"
SBL,7.40,7.60,7.80,7.50,7.80,0.40,5.41%,"2,000"
PKGIDEF,2.50,2.80,2.87,2.80,2.87,0.37,14.80%,"2,000"
SITC,346.07,346.00,350.00,345.99,350.00,3.93,1.14%,"1,900"
SURC,200.63,200.00,200.01,200.00,200.00,-0.63,-0.31%,"1,700"
DAAG,11.29,10.50,10.50,10.50,10.50,-0.79,-7.00%,"1,500"
RUPL,21.73,21.00,21.00,21.00,21.00,-0.73,-3.36%,"1,500"
JSGCL,67.71,65.00,66.00,65.00,66.00,-1.71,-2.53%,"1,500"
AGTL,385.89,385.00,385.01,384.00,385.00,-0.89,-0.23%,"1,500"
ATLH,428.00,430.00,440.00,430.00,439.00,11.00,2.57%,"1,500"
BIPLS,10.01,10.00,10.79,10.00,10.79,0.78,7.79%,"1,500"
SIEM,597.91,590.00,598.00,590.00,590.00,-7.91,-1.32%,"1,400"
JUBSDEF,4.80,4.61,4.61,4.61,4.61,-0.19,-3.96%,"1,000"
DLL,193.75,192.25,193.99,188.00,192.75,-1.00,-0.52%,"1,000"
EMCO,30.00,29.98,29.98,29.98,29.98,-0.02,-0.07%,"1,000"
ASHT,12.70,12.70,12.70,12.70,12.70,0.00,0.00%,"1,000"
SERT,11.00,11.00,11.00,11.00,11.00,0.00,0.00%,"1,000"
UBLP-ETF,13.44,13.39,13.45,13.39,13.45,0.01,0.07%,"1,000"
FANM,3.50,3.55,3.55,3.55,3.55,0.05,1.43%,"1,000"
JGICL,44.67,46.00,46.00,46.00,46.00,1.33,2.98%,"1,000"
BATA,"1,650.94","1,650.00","1,650.00","1,635.00","1,650.00",-0.94,-0.06%,900
SFL,706.37,692.00,702.00,691.50,700.00,-6.37,-0.90%,850
GATI,628.57,658.00,675.00,658.00,671.00,42.43,6.75%,750
HAFL,95.75,88.57,91.00,88.57,90.00,-5.75,-6.01%,700
LPGL,17.05,16.50,16.50,16.50,16.50,-0.55,-3.23%,500
ALNRS,47.00,46.00,46.00,46.00,46.00,-1.00,-2.13%,500
ARPL,600.00,590.00,590.06,590.00,590.05,-9.95,-1.66%,500
HMM,9.70,9.65,9.65,9.65,9.65,-0.05,-0.52%,500
UNICXD,7.71,7.70,7.70,7.70,7.70,-0.01,-0.13%,500
JKSM,42.00,42.00,42.00,42.00,42.00,0.00,0.00%,500
KCL,27.00,0.00,0.00,0.00,25.50,0.00,0.00%,500
KOHTM,16.50,16.50,16.50,16.50,16.50,0.00,0.00%,500
FNBMDEF,1.25,1.29,1.29,1.29,1.29,0.04,3.20%,500
JDMT,91.00,97.00,97.00,97.00,97.00,6.00,6.59%,500
KHTC,272.00,266.00,266.00,261.00,261.00,-11.00,-4.04%,400
